$VNYMR,-001.424,+007.931,-066.911,+00.2545,-00.2224,+00.0946,+01.353,+08.979,-03.816,-00.003063,+00.002225,-00.000076*64
$VNYMR,-001.427,+007.932,-066.913,+00.2536,-00.2214,+00.0934,+01.347,+08.980,-03.833,-00.002015,+00.002573,+00.000346*62
$VNYMR,-001.428,+007.933,-066.918,+00.2573,-00.2255,+00.0838,+01.353,+09.006,-03.813,-00.003502,+00.001887,-00.000901*67
$VNYMR,-001.427,+007.934,-066.922,+00.2565,-00.2165,+00.0946,+01.393,+09.000,-03.845,-00.001351,-00.000232,+00.000209*64
$VNYMR,-001.426,+007.934,-066.922,+00.2573,-00.2215,+00.0925,+01.360,+09.011,-03.827,-00.000720,+00.000748,-00.000079*65
$VNYMR,-001.426,+007.934,-066.921,+00.2573,-00.2235,+00.0860,+01.364,+08.983,-03.824,+00.002348,-00.001311,-00.001547*68
$VNYMR,-001.419,+007.935,-066.918,+00.2545,-00.2244,+00.0913,+01.381,+09.004,-03.815,+00.004369,-00.002008,+00.000748*60
$VNYMR,-001.416,+007.934,-066.911,+00.2563,-00.2264,+00.0925,+01.366,+08.990,-03.824,+00.003882,-00.002253,-00.000465*65
$VNYMR,-001.415,+007.934,-066.908,+00.2556,-00.2145,+00.0912,+01.357,+08.974,-03.813,+00.001970,-00.000730,+00.001565*6A
$VNYMR,-001.414,+007.932,-066.905,+00.2555,-00.2195,+00.0957,+01.347,+08.975,-03.842,+00.002127,-00.001105,+00.000165*66
$VNYMR,-001.411,+007.932,-066.903,+00.2547,-00.2155,+00.0901,+01.380,+08.983,-03.833,-00.000053,-00.001040,+00.000271*6D
$VNYMR,-001.412,+007.932,-066.903,+00.2518,-00.2224,+00.0922,+01.361,+09.003,-03.833,+00.002025,-00.000198,+00.000681*64
$VNYMR,-001.411,+007.933,-066.902,+00.2563,-00.2254,+00.0947,+01.373,+09.000,-03.858,+00.001062,+00.000017,+00.000712*69
$VNYMR,-001.412,+007.933,-066.900,+00.2554,-00.2274,+00.0936,+01.362,+09.002,-03.837,+00.001381,-00.000263,+00.000368*63
$VNYMR,-001.412,+007.932,-066.897,+00.2554,-00.2244,+00.0946,+01.348,+08.985,-03.824,+00.000942,+00.000213,-00.000072*6F
$VNYMR,-001.411,+007.933,-066.897,+00.2555,-00.2234,+00.0913,+01.356,+08.981,-03.812,-00.000110,-00.000618,-00.000500*65
$VNYMR,-001.409,+007.932,-066.895,+00.2554,-00.2254,+00.0881,+01.331,+08.966,-03.824,+00.000603,-00.000825,+00.000274*6E
$VNYMR,-001.407,+007.932,-066.895,+00.2563,-00.2274,+00.0936,+01.362,+08.991,-03.822,-00.000497,+00.000277,-00.000244*64
$VNYMR,-001.405,+007.932,-066.896,+00.2546,-00.2185,+00.0901,+01.369,+08.968,-03.869,-00.001353,-00.001118,+00.000048*62
$VNYMR,-001.407,+007.934,-066.897,+00.2555,-00.2185,+00.0946,+01.345,+08.989,-03.880,-00.000888,+00.001389,+00.000511*69
$VNYMR,-001.408,+007.933,-066.899,+00.2527,-00.2224,+00.0955,+01.373,+08.985,-03.814,-00.000737,+00.000165,-00.000876*64
$VNYMR,-001.408,+007.934,-066.900,+00.2518,-00.2214,+00.0889,+01.361,+08.980,-03.832,-00.000108,-00.000057,-00.000386*67
